Temperature,Pressure,Humidity,CO2 (ppm),DUST TSP,DUST PM2.5,DUST PM10,door,window,occupancy
23.43,749.28375,21.45,448,30,23,30,1,0,0
23.42,749.2987,21.46,447,27,22,27,1,0,0
23.42,749.26874,21.36,447,28,23,28,1,0,0
23.42,749.2462,21.3,446,25,22,25,1,0,0
23.41,749.2312,21.26,445,26,22,26,1,0,0
23.4,749.2537,21.27,445,27,22,27,1,0,0
23.39,749.2312,21.23,444,27,22,27,1,0,0
23.38,749.2012,21.15,443,24,21,24,1,0,0
23.35,749.1037,21.07,443,24,22,24,1,0,0
23.31,749.1337,21.04,441,25,21,25,1,0,0
23.26,749.1337,20.99,441,23,20,23,1,0,0
23.2,749.1637,21.04,441,23,20,23,1,0,0
23.15,749.1262,21,441,23,19,23,1,0,0
23.11,749.1337,21.01,441,24,19,24,1,0,0
23.07,749.1337,21.04,440,22,19,22,1,0,0
23.03,749.1712,21.04,441,23,19,23,1,0,0
22.98,749.2162,21.05,444,27,23,27,1,0,0
22.94,749.2162,21.05,445,25,21,25,1,0,0
22.91,749.2012,21.04,444,23,18,23,1,0,0
22.89,749.1862,21.02,445,21,18,21,1,0,0
22.88,749.2162,21.03,447,23,19,23,1,0,0
22.86,749.2087,20.96,447,20,18,20,1,0,0
22.85,749.2012,20.93,448,22,18,22,1,0,0
22.83,749.2087,20.92,448,18,17,18,1,0,0
22.82,749.1862,20.95,451,21,17,21,1,0,0
22.8,749.2162,20.95,452,24,18,24,1,0,0
22.78,749.2237,20.99,456,23,17,23,1,0,0
22.77,749.2087,21.02,456,22,18,22,1,0,0
22.75,749.2162,21.02,459,21,18,21,1,0,0
22.72,749.1937,21.01,463,21,17,21,1,0,0
22.71,749.1637,21,465,23,18,23,1,0,0
22.7,749.14874,21.01,466,22,17,22,1,0,0
22.68,749.1787,20.98,469,23,17,23,1,0,0
22.68,749.3137,21.03,473,19,16,19,1,0,0
22.68,749.3587,21.15,477,20,16,20,1,0,0
22.69,749.3437,21.25,485,20,17,20,1,0,0
22.71,749.3212,21.28,486,16,15,16,1,0,0
22.73,749.3662,21.31,488,19,17,19,1,0,0
22.76,749.2912,21.4,497,20,18,20,1,0,0
22.77,749.28375,21.38,499,20,17,20,1,0,0
22.79,749.32874,21.26,495,19,16,19,1,0,0
22.79,749.3212,21.18,496,20,16,20,1,0,0
22.8,749.33624,21.13,500,19,16,19,1,0,0
22.81,749.4337,21.15,506,20,16,20,1,0,0
22.81,749.45624,21.18,508,16,14,16,1,0,0
22.82,749.4937,21.28,518,20,17,20,1,0,0
22.83,749.5012,21.31,522,20,17,20,1,0,0
22.85,749.5087,21.3,525,17,16,17,1,0,0
22.86,749.52374,21.31,527,18,15,18,1,0,0
22.88,749.5312,21.5,551,20,16,20,1,0,0
22.91,749.51624,21.56,558,19,16,19,1,0,0
22.93,749.4787,21.62,569,20,16,20,1,0,0
22.95,749.45624,21.61,571,20,17,20,1,0,0
22.98,749.47125,21.61,572,19,16,19,1,0,0
23.02,749.4862,21.58,573,20,17,20,1,0,0
23.05,749.4937,21.64,582,20,18,20,1,0,0
23.08,749.46375,21.64,582,23,18,23,1,0,0
23.11,749.5012,21.72,592,22,20,22,1,0,0
23.14,749.4787,21.71,600,33,25,33,1,0,0
23.17,749.4412,21.67,598,28,21,28,1,0,0
23.2,749.4487,21.61,598,28,22,28,1,0,0
23.23,749.4412,21.61,596,25,21,25,1,0,0
23.26,749.4337,21.6,598,24,20,24,1,0,0
23.29,749.41876,21.57,598,22,20,22,1,0,0
23.31,749.4263,21.49,597,23,19,23,1,0,0
23.33,749.4337,21.49,594,19,18,19,1,0,0
23.35,749.4412,21.43,590,23,19,23,1,0,0
23.36,749.41125,21.37,584,20,19,20,1,0,0
23.37,749.41876,21.29,582,20,17,20,1,0,0
23.38,749.40375,21.27,581,20,16,20,1,0,0
23.4,749.3737,21.26,578,21,17,21,1,0,0
23.4,749.3662,21.21,576,19,17,19,1,0,0
23.42,749.3587,21.19,576,23,17,23,1,0,0
23.43,749.3662,21.2,578,18,16,18,1,0,0
23.44,749.3662,21.28,583,19,16,19,1,0,0
23.45,749.3587,21.28,580,19,16,19,1,0,0
23.46,749.3737,21.23,583,19,15,19,1,0,0
23.47,749.3812,21.25,584,18,14,18,1,0,0
23.48,749.3737,21.27,587,18,15,18,1,0,0
23.49,749.3887,21.23,586,17,14,17,1,0,0
23.5,749.3662,21.19,585,17,14,17,1,0,0
23.51,749.3737,21.13,584,19,15,19,1,0,0
23.52,749.3962,21.16,585,17,14,17,1,0,0
23.53,749.3962,21.17,585,20,15,20,1,0,0
23.53,749.3962,21.15,587,17,14,17,1,0,0
23.54,749.3962,21.14,587,14,13,14,1,0,0
23.55,749.3812,21.22,594,17,14,17,1,0,0
23.55,749.3662,21.22,594,17,14,17,1,0,0
23.56,749.3512,21.2,594,14,13,14,1,0,0
23.57,749.3737,21.16,596,14,13,14,1,0,0
23.57,749.3662,21.16,595,17,14,17,1,0,0
23.58,749.3737,21.11,598,15,13,15,1,0,0
23.59,749.3662,21.18,600,15,14,15,1,0,0
23.59,749.3662,21.16,598,17,14,17,1,0,0
23.59,749.3587,21.1,599,15,13,15,1,0,0
23.6,749.3662,21.2,605,16,14,16,1,0,0
23.6,749.3662,21.16,605,16,14,16,1,0,0
23.61,749.3962,21.12,602,18,14,18,1,0,0
23.6,749.3737,21.14,603,15,13,15,1,0,0
23.61,749.3812,21.14,604,17,13,17,1,0,0
23.61,749.3962,21.09,603,15,13,15,1,0,0
23.61,749.3812,21.05,602,15,12,15,1,0,0
23.62,749.3962,20.98,600,16,13,16,1,0,0
23.62,749.41125,21.01,600,17,14,17,1,0,0
23.62,749.41125,21,600,15,12,15,1,0,0
23.62,749.3962,20.95,598,15,13,15,1,0,0
23.62,749.3887,20.95,599,14,12,14,1,0,0
23.63,749.3887,20.94,599,13,12,13,1,0,0
23.62,749.3887,21,602,14,11,14,1,0,0
23.62,749.3962,20.97,603,13,11,13,1,0,0
23.62,749.3887,21.02,603,14,13,14,1,0,0
23.63,749.3812,21.09,605,14,12,14,1,0,0
23.63,749.3662,21.06,608,14,13,14,1,0,0
23.63,749.3812,21.07,607,17,13,17,1,0,0
23.63,749.3887,21.07,604,16,13,16,1,0,0
23.64,749.3812,21.01,604,15,13,15,1,0,0
23.64,749.3662,20.97,602,14,13,14,1,0,0
23.65,749.3737,21.01,600,13,12,13,1,0,0
23.65,749.3737,20.95,598,14,12,14,1,0,0
23.64,749.3887,20.97,598,12,11,12,1,0,0
23.64,749.3962,21.02,601,13,11,13,1,0,0
23.64,749.3887,21.03,603,14,11,14,1,0,0
23.64,749.3887,20.98,602,13,11,13,1,0,0
23.64,749.41876,20.97,600,13,11,13,1,0,0
23.64,749.41876,21.01,603,13,11,13,1,0,0
23.65,749.4412,21,605,12,11,12,1,0,0
23.64,749.45624,21,606,13,11,13,1,0,0
23.65,749.45624,20.94,603,13,12,13,1,0,0
23.65,749.46375,20.92,602,12,11,12,1,0,0
23.65,749.46375,20.94,602,14,12,14,1,0,0
23.64,749.4487,20.97,602,13,12,13,1,0,0
23.65,749.47125,21,606,16,12,16,1,0,0
23.65,749.5012,21,607,14,12,14,1,0,0
23.65,749.5312,20.95,602,14,12,14,1,0,0
23.65,749.5387,20.9,602,13,11,13,1,0,0
23.64,749.5462,20.88,601,12,10,12,1,0,0
23.64,749.5462,20.85,599,10,10,10,1,0,0
23.64,749.5462,20.8,601,11,9,11,1,0,0
23.63,749.5537,20.83,601,13,11,13,1,0,0
23.63,749.5537,20.88,603,12,11,12,1,0,0
23.62,749.5387,20.87,604,11,10,11,1,0,0
23.62,749.5462,20.88,603,14,11,14,1,0,0
23.62,749.5387,20.88,602,12,11,12,1,0,0
23.62,749.5312,20.87,603,11,10,11,1,0,0
23.61,749.5312,20.86,604,12,10,12,1,0,0
23.61,749.5462,20.9,605,13,11,13,1,0,0
23.61,749.5687,20.84,604,11,10,11,1,0,0
23.61,749.5612,20.85,603,12,10,12,1,0,0
23.6,749.5537,20.91,604,12,10,12,1,0,0
23.6,749.57623,20.86,604,12,10,12,1,0,0
23.6,749.5687,20.92,607,12,10,12,1,0,0
23.59,749.5612,20.92,606,11,10,11,1,0,0
23.59,749.5612,20.9,604,12,10,12,1,0,0
23.58,749.5462,20.85,604,12,10,12,1,0,0
23.58,749.5612,20.88,604,12,11,12,1,0,0
23.57,749.57623,20.9,603,12,10,12,1,0,0
23.56,749.58374,20.89,602,13,10,13,1,0,0
23.56,749.59875,20.86,606,12,11,12,1,0,0
23.55,749.60626,20.9,605,11,10,11,1,0,0
23.55,749.6212,20.89,606,11,10,11,1,0,0
23.54,749.64374,20.91,606,12,9,12,1,0,0
23.54,749.65125,20.92,605,13,11,13,1,0,0
23.53,749.64374,20.9,605,12,11,12,1,0,0
23.53,749.65875,20.9,604,12,11,12,1,0,0
23.52,749.6737,20.9,606,10,9,10,1,0,0
23.51,749.65875,20.9,606,13,10,13,1,0,0
23.52,749.6662,20.95,604,14,11,14,1,0,0
23.52,749.6812,20.92,605,11,10,11,1,0,0
23.52,749.6812,20.92,605,12,10,12,1,0,0
23.52,749.6962,20.94,607,10,9,10,1,0,0
23.51,749.70374,20.93,607,10,8,10,1,0,0
23.51,749.71124,20.93,606,10,9,10,1,0,0
23.51,749.71124,20.93,605,11,9,11,1,0,0
23.51,749.71124,20.96,604,10,9,10,1,0,0
23.51,749.71124,20.97,605,11,10,11,1,0,0
23.51,749.70374,20.94,605,11,10,11,1,0,0
23.5,749.71124,20.93,604,10,9,10,1,0,0
23.5,749.70374,20.95,605,11,9,11,1,0,0
23.5,749.6962,20.97,606,11,10,11,1,0,0
23.5,749.6887,20.98,609,12,10,12,1,0,0
23.5,749.70374,20.92,607,11,9,11,1,0,0
23.5,749.70374,20.93,606,11,10,11,1,0,0
23.5,749.71124,20.94,608,11,9,11,1,0,0
23.5,749.71875,20.95,609,14,11,14,1,0,0
23.49,749.71124,21,608,10,9,10,1,0,0
23.49,749.72626,20.95,610,13,10,13,1,0,0
23.49,749.73376,20.97,610,14,10,14,1,0,0
23.49,749.7488,20.94,609,10,9,10,1,0,0
23.49,749.77124,20.94,610,11,9,11,1,0,0
23.49,749.78625,20.98,610,13,10,13,1,0,0
23.49,749.8087,20.98,611,11,9,11,1,0,0
23.48,749.8013,20.99,610,10,9,10,1,0,0
23.48,749.8087,20.97,611,10,10,10,1,0,0
23.48,749.8013,20.97,611,11,9,11,1,0,0
23.47,749.8013,20.98,612,10,9,10,1,0,0
23.47,749.79376,20.98,611,11,9,11,1,0,0
23.47,749.79376,20.99,609,10,9,10,1,0,0
23.46,749.79376,20.99,612,11,9,11,1,0,0
23.46,749.8087,20.99,614,11,9,11,1,0,0
23.45,749.8087,20.99,611,11,9,11,1,0,0
23.45,749.8162,20.97,609,12,10,12,1,0,0
23.44,749.83124,20.99,609,10,10,10,1,0,0
23.44,749.8688,21.02,608,12,10,12,1,0,0
23.44,749.8763,21.02,607,11,10,11,1,0,0
23.43,749.8838,20.98,608,10,9,10,1,0,0
23.43,749.8913,20.99,607,11,10,11,1,0,0
23.43,749.8988,21.01,607,11,10,11,1,0,0
23.43,749.90625,21.01,607,10,10,10,1,0,0
23.42,749.91376,21.02,605,11,10,11,1,0,0
23.42,749.91376,21.03,604,12,10,12,1,0,0
23.42,749.91376,21.07,605,12,10,12,1,0,0
23.41,749.92126,20.99,606,12,11,12,1,0,0
23.41,749.9288,21.05,605,14,10,14,1,0,0
23.41,749.9363,21.06,606,13,10,13,1,0,0
23.41,749.9363,20.99,606,13,10,13,1,0,0
23.41,749.9438,21.02,607,12,10,12,1,0,0
23.4,749.9363,21.05,607,11,10,11,1,0,0
23.4,749.9288,21.04,611,13,11,13,1,0,0
23.39,749.9288,21.05,613,10,9,10,1,0,0
23.39,749.95123,21.09,611,11,10,11,1,0,0
23.39,749.9363,21.06,613,11,10,11,1,0,0
23.38,749.92126,21.04,613,11,10,11,1,0,0
23.38,749.91376,21.05,614,12,10,12,1,0,0
23.38,749.90625,21.09,614,12,10,12,1,0,0
23.38,749.8913,21.05,614,13,11,13,1,0,0
23.38,749.8688,21.08,613,12,10,12,1,0,0
23.38,749.85376,21.07,616,12,10,12,1,0,0
23.38,749.83875,21.08,617,11,9,11,1,0,0
23.37,749.83124,21.11,616,11,10,11,1,0,0
23.37,749.83124,21.07,616,11,10,11,1,0,0
23.37,749.8237,21.08,617,10,9,10,1,0,0
23.36,749.8162,21.09,619,11,10,11,1,0,0
23.36,749.8237,21.06,617,10,9,10,1,0,0
23.36,749.83124,21.05,617,11,10,11,1,0,0
23.36,749.84625,21.03,616,11,10,11,1,0,0
23.35,749.86127,21.04,617,11,10,11,1,0,0
23.35,749.85376,21.02,617,10,10,10,1,0,0
23.34,749.85376,21.08,617,10,9,10,1,0,0
23.34,749.83875,21.03,619,11,9,11,1,0,0
23.21,740.973,13.4,418,7,6,7,1,0,0
23.21,740.98804,13.44,416,6,5,6,1,0,0
23.21,741.018,13.45,418,7,6,7,1,0,0
23.21,741.003,13.45,416,6,5,6,1,0,0
23.21,741.0255,13.41,418,6,5,6,1,0,0
23.21,741.033,13.41,418,7,6,7,1,0,0
23.2,741.0255,13.44,417,6,5,6,1,0,0
23.2,741.033,13.42,419,7,6,7,1,0,0
23.2,741.048,13.44,418,6,6,6,1,0,0
23.2,741.0555,13.4,417,6,6,6,1,0,0
23.2,741.063,13.43,418,6,5,6,1,0,0
23.19,741.0705,13.44,419,8,6,8,1,0,0
23.19,741.0855,13.44,418,7,6,7,1,0,0
23.19,741.1005,13.43,417,6,5,6,1,0,0
23.19,741.10803,13.43,417,6,5,6,1,0,0
23.19,741.138,13.44,418,7,6,7,1,0,0
23.19,741.153,13.46,418,6,6,6,1,0,0
23.19,741.168,13.46,419,7,6,7,1,0,0
23.18,741.183,13.44,418,7,6,7,1,0,0
23.18,741.213,13.46,417,6,6,6,1,0,0
23.18,741.23553,13.47,415,7,6,7,1,0,0
23.18,741.25055,13.43,417,7,6,7,1,0,0
23.17,741.26556,13.44,417,8,7,8,1,0,0
23.17,741.2805,13.46,419,8,6,8,1,0,0
23.17,741.2805,13.42,418,7,6,7,1,0,0
23.17,741.2805,13.4,417,6,6,6,1,0,0
23.17,741.29553,13.44,418,6,5,6,1,0,0
23.18,741.31055,13.43,416,6,5,6,1,0,0
23.18,741.3405,13.41,416,7,6,7,1,0,0
23.18,741.36304,13.42,417,7,6,7,1,0,0
23.18,741.38556,13.42,417,6,6,6,1,0,0
23.18,741.4081,13.41,418,6,6,6,1,0,0
23.19,741.43054,13.43,418,6,6,6,1,0,0
23.18,741.43805,13.43,418,8,6,8,1,0,0
23.19,741.45306,13.46,417,6,5,6,1,0,0
23.19,741.48303,13.45,417,7,6,7,1,0,0
23.18,741.48303,13.46,419,6,5,6,1,0,0
23.18,741.49805,13.46,416,6,6,6,1,0,0
23.18,741.5281,13.46,416,5,5,5,1,0,0
23.18,741.5506,13.47,416,6,5,6,1,0,0
23.19,741.5506,13.44,418,6,6,6,1,0,0
23.18,741.56555,13.46,417,7,6,7,1,0,0
23.18,741.5506,13.47,416,7,6,7,1,0,0
23.18,741.57306,13.48,419,6,6,6,1,0,0
23.18,741.61053,13.46,418,8,6,8,1,0,0
23.18,741.64056,13.46,418,6,6,6,1,0,0
23.18,741.6481,13.46,417,6,5,6,1,0,0
23.18,741.663,13.48,416,10,7,10,1,0,0
23.18,741.6856,13.49,418,7,5,7,1,0,0
23.18,741.70056,13.47,417,7,7,7,1,0,0
23.17,741.7231,13.47,418,7,6,7,1,0,0
23.17,741.74554,13.49,417,7,6,7,1,0,0
23.17,741.76807,13.49,417,9,7,9,1,0,0
23.16,741.7756,13.49,417,7,6,7,1,0,0
23.17,741.7831,13.5,418,7,6,7,1,0,0
23.17,741.7905,13.48,417,8,7,8,1,0,0
23.16,741.79803,13.53,417,8,7,8,1,0,0
23.16,741.80554,13.5,417,8,7,8,1,0,0
23.16,741.81305,13.51,416,8,7,8,1,0,0
23.15,741.8356,13.51,418,9,8,9,1,0,0
23.15,741.8506,13.53,417,7,7,7,1,0,0
23.14,741.8731,13.54,416,7,7,7,1,0,0
23.13,741.9031,13.53,418,8,7,8,1,0,0
23.13,741.9181,13.56,417,9,7,9,1,0,0
23.12,741.9181,13.53,418,7,7,7,1,0,0
23.12,741.9256,13.58,417,7,7,7,1,0,0
23.12,741.93304,13.57,416,8,7,8,1,0,0
23.11,741.95557,13.58,418,7,6,7,1,0,0
23.11,741.9706,13.59,417,8,7,8,1,0,0
23.11,741.9781,13.59,418,8,7,8,1,0,0
23.11,741.9931,13.6,418,8,7,8,1,0,0
23.11,742.0156,13.61,418,8,7,8,1,0,0
23.11,742.0306,13.61,418,8,7,8,1,0,0
23.1,742.0606,13.63,418,8,7,8,1,0,0
23.1,742.07556,13.6,418,9,7,9,1,0,0
23.1,742.0906,13.62,418,7,7,7,1,0,0
23.1,742.1056,13.61,416,8,7,8,1,0,0
23.1,742.1056,13.62,418,8,7,8,1,0,0
23.1,742.1281,13.65,418,8,7,8,1,0,0
23.09,742.1356,13.63,418,7,6,7,1,0,0
23.09,742.15814,13.63,417,8,7,8,1,0,0
23.09,742.1881,13.65,418,8,7,8,1,0,0
23.08,742.2181,13.66,418,8,8,8,1,0,0
23.08,742.2181,13.63,418,8,7,8,1,0,0
23.08,742.2481,13.64,416,9,8,9,1,0,0
23.07,742.2406,13.65,416,8,7,8,1,0,0
23.07,742.2631,13.66,416,10,8,10,1,0,0
23.07,742.27814,13.66,416,9,7,9,1,0,0
23.07,742.28564,13.7,417,8,7,8,1,0,0
23.06,742.3306,13.7,415,7,7,7,1,0,0
23.06,742.3606,13.71,417,8,7,8,1,0,0
23.06,742.39813,13.69,419,9,7,9,1,0,0
23.06,742.42065,13.69,420,8,7,8,1,0,0
23.06,742.4506,13.73,420,8,8,8,1,0,0
23.06,742.46564,13.73,420,8,7,8,1,0,0
23.06,742.48065,13.76,421,8,7,8,1,0,0
23.06,742.4956,13.75,422,9,8,9,1,0,0
23.05,742.5181,13.79,419,8,8,8,1,0,0
23.05,742.5406,13.75,422,8,8,8,1,0,0
23.05,742.5481,13.79,422,8,7,8,1,0,0
23.05,742.5631,13.81,423,9,8,9,1,0,0
23.05,742.59314,13.8,423,9,8,9,1,0,0
23.05,742.6307,13.8,425,8,8,8,1,0,0
23.05,742.6381,13.8,425,8,8,8,1,0,0
23.05,742.65314,13.82,426,9,8,9,1,0,0
23.05,742.6831,13.85,425,8,7,8,1,0,0
23.04,742.6981,13.83,426,7,7,7,1,0,0
23.04,742.71313,13.84,427,9,8,9,1,0,0
23.04,742.7056,13.86,427,9,7,9,1,0,0
23.04,742.73566,13.86,428,8,7,8,1,0,0
23.04,742.7582,13.87,427,6,6,6,1,0,0
23.04,742.78815,13.88,428,10,7,10,1,0,0
23.04,742.79565,13.88,429,10,8,10,1,0,0
23.04,742.8331,13.91,429,8,8,8,1,0,0
23.04,742.84064,13.91,427,9,7,9,1,0,0
23.04,742.87067,13.91,429,8,7,8,1,0,0
23.03,742.8857,13.91,428,9,8,9,1,0,0
23.04,742.8932,13.9,428,8,7,8,1,0,0
23.05,742.92316,13.9,429,8,7,8,1,0,0
23.05,742.98315,13.92,430,8,7,8,1,0,0
23.04,743.0282,13.92,430,9,7,9,1,0,0
23.04,743.0657,13.91,430,9,8,9,1,0,0
23.04,743.0807,13.91,429,8,7,8,1,0,0
23.05,743.10315,13.93,430,9,8,9,1,0,0
23.04,743.10315,13.93,429,8,7,8,1,0,0
23.04,743.1632,13.93,428,8,7,8,1,0,0
23.04,743.1482,13.9,428,9,8,9,1,0,0
23.04,743.1857,13.9,429,9,8,9,1,0,0
23.04,743.19324,13.92,430,9,8,9,1,0,0
23.04,743.2082,13.95,430,8,7,8,1,0,0
23.03,743.2232,13.94,431,9,7,9,1,0,0
23.03,743.2157,13.94,428,8,8,8,1,0,0
23.03,743.2307,13.94,430,9,7,9,1,0,0
23.03,743.2682,13.95,429,10,9,10,1,0,0
23.03,743.29816,13.94,428,8,8,8,1,0,0
23.03,743.33575,13.95,427,9,8,9,1,0,0
23.03,743.3657,13.97,431,9,8,9,1,0,0
23.03,743.38074,13.95,429,8,7,8,1,0,0
23.02,743.4032,13.97,429,8,7,8,1,0,0
23.02,743.4257,13.98,430,8,8,8,1,0,0
23.02,743.4782,13.98,428,9,8,9,1,0,0
23.02,743.50073,13.97,428,9,8,9,1,0,0
23.01,743.4857,13.98,429,8,8,8,1,0,0
23.01,743.51575,14,429,8,7,8,1,0,0
23.01,743.52325,14,429,8,7,8,1,0,0
23.01,743.50073,14.01,428,8,7,8,1,0,0
23,743.50824,14,427,9,8,9,1,0,0
23,743.51575,14.04,427,9,7,9,1,0,0
23,743.5457,14,428,8,7,8,1,0,0
22.99,743.56824,14.04,428,9,8,9,1,0,0
22.99,743.5907,14.03,429,9,7,9,1,0,0
22.99,743.5832,14.01,430,8,8,8,1,0,0
22.99,743.5982,14.04,429,8,8,8,1,0,0
22.98,743.6057,14.04,429,9,8,9,1,0,0
22.98,743.64325,14.05,427,9,8,9,1,0,0
22.98,743.65076,14.06,429,9,8,9,1,0,0
22.98,743.6732,14.05,428,9,8,9,1,0,0
22.98,743.6807,14.07,430,10,9,10,1,0,0
22.98,743.69574,14.05,429,10,8,10,1,0,0
22.98,743.69574,14.04,429,8,7,8,1,0,0
22.97,743.70325,14.06,428,8,7,8,1,0,0
22.97,743.7257,14.09,428,8,7,8,1,0,0
22.97,743.7407,14.1,427,8,8,8,1,0,0
22.96,743.77075,14.07,428,9,8,9,1,0,0
22.96,743.7933,14.1,428,9,7,9,1,0,0
22.95,743.8008,14.1,427,9,8,9,1,0,0
22.94,743.81573,14.12,428,9,8,9,1,0,0
22.94,743.83075,14.1,428,10,8,10,1,0,0
22.94,743.8607,14.13,426,9,8,9,1,0,0
22.94,743.87573,14.13,427,7,6,7,1,0,0
22.93,743.87573,14.15,428,9,8,9,1,0,0
22.93,743.89075,14.15,428,9,8,9,1,0,0
22.93,743.91327,14.15,427,8,7,8,1,0,0
22.92,743.9283,14.13,429,8,7,8,1,0,0
22.92,743.95825,14.14,429,8,8,8,1,0,0
22.92,743.9883,14.15,427,8,7,8,1,0,0
22.92,744.01074,14.15,428,8,7,8,1,0,0
22.91,744.02576,14.17,425,8,7,8,1,0,0
22.91,744.02576,14.17,426,8,8,8,1,0,0
22.91,744.0408,14.16,426,8,7,8,1,0,0
22.9,744.0708,14.18,425,8,7,8,1,0,0
22.9,744.0783,14.18,425,8,8,8,1,0,0
22.89,744.10077,14.21,424,10,8,10,1,0,0
22.89,744.1308,14.21,425,7,6,7,1,0,0
22.89,744.15326,14.23,425,7,6,7,1,0,0
22.89,744.1758,14.24,425,8,7,8,1,0,0
22.88,744.1983,14.23,424,9,8,9,1,0,0
22.89,744.2208,14.27,424,9,7,9,1,0,0
22.89,744.2283,14.27,424,9,8,9,1,0,0
22.89,744.2433,14.29,426,8,7,8,1,0,0
22.9,744.2508,14.3,426,8,8,8,1,0,0
22.9,744.2733,14.32,427,8,7,8,1,0,0
22.91,744.2958,14.31,425,8,7,8,1,0,0
22.92,744.32574,14.34,424,10,8,10,1,0,0
22.92,744.34076,14.35,425,8,7,8,1,0,0
22.94,744.3708,14.35,423,8,7,8,1,0,0
22.94,744.4083,14.34,423,7,7,7,1,0,0
22.95,744.4608,14.36,423,8,7,8,1,0,0
22.97,744.4908,14.37,423,10,8,10,1,0,0
22.98,744.5133,14.4,424,8,7,8,1,0,0
22.99,744.5208,14.41,424,9,7,9,1,0,0
23.01,744.55084,14.44,426,9,8,9,1,0,0
23.02,744.5808,14.43,421,10,8,10,1,0,0
23.04,744.5958,14.44,423,9,8,9,1,0,0
23.06,744.5958,14.43,422,8,7,8,1,0,0
23.09,744.6108,14.43,423,8,7,8,1,0,0
23.1,744.6333,14.44,424,8,7,8,1,0,0
23.13,744.6633,14.44,423,8,7,8,1,0,0
23.14,744.69336,14.43,422,8,7,8,1,0,0
23.16,744.7008,14.44,422,7,6,7,1,0,0
23.17,744.73083,14.45,423,8,8,8,1,0,0
23.19,744.7683,14.48,425,9,8,9,1,0,0
23.21,744.79083,14.5,425,7,7,7,1,0,0
23.22,744.79834,14.48,424,9,7,9,1,0,1
23.24,744.80585,14.5,426,9,7,9,1,0,0
23.26,744.82837,14.94,428,8,7,8,1,0,0
23.28,744.82837,15.38,428,10,8,10,1,0,0
23.32,744.8508,16.92,428,7,7,7,1,0,0
23.33,744.86584,17.06,428,8,8,8,1,0,0
23.35,744.8883,17.22,427,9,7,9,1,0,0
23.37,744.8958,17.14,427,9,7,9,1,0,0
23.39,744.8883,17.32,427,9,8,9,1,0,0
23.4,744.8883,17.36,426,8,8,8,1,0,0
23.43,744.8883,17.32,428,9,8,9,1,0,0
23.44,744.88086,17.36,426,10,8,10,1,0,0
23.46,744.8883,17.41,428,8,8,8,1,0,0
23.48,744.9033,17.46,431,9,7,9,1,0,0
23.49,744.92584,17.43,431,8,7,8,1,0,0
23.51,744.94836,17.39,429,9,8,9,1,0,0
23.53,744.94836,17.38,430,9,7,9,1,0,0
23.54,744.9634,17.25,431,8,7,8,1,0,0
23.56,744.99335,17.23,432,9,8,9,1,0,0
23.58,745.0234,17.17,430,8,7,8,1,0,0
23.6,745.06836,17.1,429,8,7,8,1,0,0
23.62,745.1059,17.03,430,9,7,9,1,0,0
23.63,745.12836,16.99,431,8,8,8,1,0,0
23.65,745.16583,16.98,432,8,7,8,1,0,0
23.68,745.16583,16.95,432,8,7,8,1,0,0
23.69,745.17334,16.94,432,7,7,7,1,0,0
23.71,745.18835,16.95,432,9,8,9,1,0,0
23.73,745.18835,16.95,431,10,8,10,1,0,0
23.76,745.2109,16.91,432,10,8,10,1,0,0
23.77,745.24835,16.88,432,9,7,9,1,0,0
23.79,745.26337,16.88,433,9,8,9,1,0,0
23.8,745.2709,16.82,434,8,8,8,1,0,0
23.81,745.2709,16.73,433,8,8,8,1,0,0
23.81,745.25586,16.71,432,8,7,8,1,0,0
23.82,745.3009,16.72,434,8,6,8,1,0,0
23.82,745.32336,16.63,432,9,8,9,1,0,0
23.82,745.31586,16.6,433,9,7,9,1,0,0
23.83,745.31586,16.61,435,8,6,8,1,0,0
23.83,745.3384,16.64,440,10,8,10,1,0,0
23.84,745.36835,16.58,445,8,7,8,1,0,0
23.84,745.36835,16.56,442,8,7,8,1,0,0
23.85,745.39087,16.45,443,8,7,8,1,0,0
23.86,745.4059,16.5,445,9,8,9,1,0,0
23.88,745.4209,16.47,446,9,8,9,1,0,0
23.89,745.4659,16.44,448,8,7,8,1,0,0
23.9,745.4734,16.47,449,9,8,9,1,0,0
23.92,745.4884,16.49,449,7,6,7,1,0,0
23.93,745.5184,16.5,450,10,8,10,1,0,0
23.94,745.5334,16.54,454,9,8,9,1,0,0
23.95,745.5484,16.53,450,8,7,8,1,0,0
23.97,745.5409,16.56,452,9,7,9,1,0,0
23.99,745.5409,16.54,455,8,7,8,1,0,0
24,745.5709,16.65,461,10,8,10,1,0,0
24.02,745.5559,16.58,459,7,7,7,1,0,0
24.03,745.5559,16.57,458,9,7,9,1,0,0
24.04,745.5559,16.37,458,9,8,9,1,0,0
24.05,745.5634,16.23,456,10,8,10,1,0,0
24.05,745.5484,16.14,454,10,8,10,1,0,0
24.06,745.5259,16.03,454,8,7,8,1,0,0
24.06,745.51086,15.93,452,9,7,9,1,0,0
24.07,745.4884,15.83,452,9,8,9,1,0,0
24.08,745.51086,15.88,453,10,7,10,1,0,0
24.08,745.5334,15.74,451,11,9,11,1,0,0
24.08,745.5334,15.65,449,10,8,10,1,0,0
24.09,745.5334,15.58,450,9,7,9,1,0,0
24.1,745.5184,15.55,450,9,7,9,1,0,0
